,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
276,-118.33,34.18,45.0,1552.0,315.0,785.0,316.0,3.7411,<1H OCEAN,235500.0
277,-122.5,37.76,45.0,1673.0,377.0,1078.0,393.0,3.3393,NEAR OCEAN,272300.0
278,-118.22,34.23,34.0,3296.0,483.0,1268.0,478.0,8.4802,<1H OCEAN,500001.0
279,-118.31,34.03,34.0,2041.0,517.0,1479.0,495.0,2.1173,<1H OCEAN,156600.0
280,-118.21,33.79,32.0,2020.0,613.0,2557.0,562.0,2.1397,NEAR OCEAN,145300.0
281,-120.12,41.4,33.0,2820.0,515.0,976.0,403.0,2.6062,INLAND,52600.0
282,-117.88,33.89,18.0,1616.0,532.0,866.0,496.0,3.6435,<1H OCEAN,119100.0
283,-122.55,37.91,48.0,1283.0,278.0,567.0,255.0,3.2794,NEAR BAY,460000.0
284,-119.16,34.17,17.0,7982.0,1603.0,6437.0,1596.0,4.1279,NEAR OCEAN,223900.0
285,-120.65,35.29,29.0,1785.0,481.0,1344.0,472.0,1.4492,NEAR OCEAN,222900.0
286,-121.47,38.61,35.0,1372.0,360.0,850.0,328.0,1.6331,INLAND,67500.0
287,-120.66,35.2,13.0,5138.0,713.0,1838.0,645.0,5.9676,NEAR OCEAN,380000.0
288,-123.15,39.31,19.0,1026.0,205.0,424.0,152.0,2.8833,INLAND,154200.0
289,-121.96,37.39,20.0,1032.0,229.0,658.0,238.0,4.5062,<1H OCEAN,219300.0
290,-121.44,38.68,19.0,2476.0,534.0,1355.0,463.0,2.0625,INLAND,94400.0
291,-118.3,33.79,21.0,1068.0,283.0,1180.0,274.0,2.5,<1H OCEAN,157500.0
292,-122.1,37.7,25.0,2973.0,622.0,1413.0,595.0,4.3819,NEAR BAY,209200.0
293,-121.23,37.87,49.0,98.0,24.0,59.0,26.0,3.65,INLAND,162500.0
294,-121.99,37.82,22.0,1248.0,271.0,579.0,269.0,3.375,<1H OCEAN,200000.0
295,-117.22,33.2,31.0,1736.0,277.0,801.0,292.0,4.4844,<1H OCEAN,205500.0
296,-117.23,32.8,21.0,2429.0,579.0,1011.0,538.0,3.225,NEAR OCEAN,229400.0
297,-118.14,34.02,40.0,1912.0,502.0,2077.0,500.0,2.6,<1H OCEAN,180600.0
298,-120.44,34.97,26.0,1705.0,344.0,1605.0,307.0,3.7589,<1H OCEAN,113700.0
299,-118.15,34.19,48.0,1854.0,360.0,1126.0,382.0,3.2216,<1H OCEAN,161600.0
300,-118.07,33.96,30.0,928.0,230.0,913.0,214.0,2.6991,<1H OCEAN,147100.0
301,-118.34,34.1,28.0,2223.0,752.0,1271.0,684.0,2.5434,<1H OCEAN,232100.0
302,-116.43,33.75,24.0,2596.0,438.0,473.0,237.0,3.7727,INLAND,500001.0
303,-121.95,37.35,48.0,1246.0,294.0,697.0,284.0,3.6118,<1H OCEAN,235500.0
304,-120.22,39.2,22.0,8259.0,1409.0,845.0,353.0,3.3699,INLAND,244000.0
305,-117.3,34.14,39.0,1781.0,335.0,841.0,320.0,1.9432,INLAND,89000.0
306,-122.75,38.46,13.0,4323.0,1020.0,2566.0,728.0,3.0147,<1H OCEAN,142800.0
307,-121.54,38.29,47.0,1396.0,254.0,630.0,218.0,2.8616,INLAND,92500.0
308,-121.88,37.32,30.0,1242.0,338.0,1438.0,325.0,2.6607,<1H OCEAN,169300.0
309,-117.91,33.84,29.0,1570.0,482.0,1849.0,430.0,2.6563,<1H OCEAN,162500.0
310,-118.32,34.02,50.0,1655.0,256.0,672.0,260.0,4.2554,<1H OCEAN,194300.0
311,-121.81,37.37,24.0,962.0,146.0,492.0,155.0,7.2861,<1H OCEAN,328000.0
312,-117.94,33.62,25.0,1188.0,264.0,569.0,249.0,3.6607,<1H OCEAN,500001.0
313,-118.4,33.96,44.0,1877.0,314.0,877.0,320.0,6.8197,<1H OCEAN,363600.0
314,-121.89,37.35,48.0,1562.0,439.0,1469.0,424.0,2.5673,<1H OCEAN,177500.0
315,-117.19,34.08,5.0,4458.0,751.0,2392.0,773.0,4.5938,INLAND,126500.0
316,-117.96,34.14,27.0,2221.0,542.0,1328.0,523.0,2.5275,INLAND,151700.0
317,-119.35,36.2,29.0,1938.0,404.0,1487.0,414.0,1.7462,INLAND,51100.0
318,-123.63,41.11,19.0,1797.0,384.0,1033.0,327.0,1.4911,<1H OCEAN,59200.0
319,-117.92,33.84,38.0,1316.0,263.0,671.0,278.0,3.2969,<1H OCEAN,220000.0
320,-118.27,34.08,38.0,2265.0,801.0,2899.0,792.0,2.5521,<1H OCEAN,157500.0
321,-117.49,33.64,3.0,8874.0,1302.0,3191.0,1027.0,6.8588,<1H OCEAN,302000.0
322,-122.24,37.47,36.0,2021.0,433.0,1117.0,432.0,3.929,NEAR OCEAN,303100.0
323,-118.19,33.95,44.0,1436.0,271.0,850.0,269.0,3.2768,<1H OCEAN,179100.0
324,-120.57,40.43,15.0,2045.0,461.0,1121.0,402.0,2.6902,INLAND,71500.0
325,-118.45,34.12,20.0,10722.0,1617.0,3731.0,1511.0,9.7449,<1H OCEAN,500001.0
326,-120.03,38.89,15.0,3042.0,588.0,918.0,336.0,3.8333,INLAND,118800.0
327,-121.3,37.85,35.0,1034.0,206.0,604.0,192.0,2.2391,INLAND,120000.0
328,-120.44,37.29,18.0,1260.0,268.0,576.0,263.0,1.7222,INLAND,101500.0
329,-118.98,35.39,29.0,607.0,177.0,476.0,143.0,1.1875,INLAND,50700.0
330,-118.02,33.82,19.0,2485.0,437.0,1286.0,431.0,4.7466,<1H OCEAN,258300.0
331,-118.16,33.77,29.0,3078.0,786.0,1460.0,736.0,2.875,NEAR OCEAN,232500.0
332,-121.4,38.61,33.0,3512.0,825.0,1515.0,782.0,1.9908,INLAND,118800.0
333,-120.66,35.49,17.0,4422.0,945.0,2307.0,885.0,2.8285,<1H OCEAN,171300.0
334,-118.15,33.91,38.0,901.0,205.0,760.0,208.0,2.9643,<1H OCEAN,147400.0
335,-118.38,34.11,38.0,2601.0,523.0,870.0,474.0,7.1134,<1H OCEAN,416700.0
336,-119.71,34.44,52.0,1837.0,343.0,711.0,355.0,4.1316,<1H OCEAN,443000.0
337,-118.04,33.96,42.0,1430.0,338.0,1269.0,321.0,3.3214,<1H OCEAN,148800.0
338,-121.83,37.27,8.0,4454.0,1058.0,2595.0,1027.0,4.5615,<1H OCEAN,282600.0
339,-117.08,32.73,19.0,2935.0,763.0,1953.0,720.0,1.4254,NEAR OCEAN,111300.0
340,-117.6,33.87,18.0,6450.0,1165.0,3716.0,1113.0,4.2721,INLAND,150300.0
341,-118.35,34.09,35.0,1989.0,634.0,1108.0,593.0,1.6081,<1H OCEAN,288900.0
342,-117.25,33.2,22.0,2361.0,618.0,1472.0,596.0,2.0625,<1H OCEAN,124500.0
343,-117.12,32.76,26.0,1221.0,331.0,620.0,296.0,2.4821,NEAR OCEAN,123600.0
344,-118.09,34.04,24.0,1543.0,257.0,824.0,271.0,6.4385,<1H OCEAN,272600.0
345,-122.41,37.81,25.0,1178.0,545.0,592.0,441.0,3.6728,NEAR BAY,500001.0
346,-118.13,34.68,28.0,718.0,124.0,347.0,121.0,4.025,INLAND,102600.0
347,-121.77,37.68,36.0,1687.0,372.0,950.0,372.0,3.5532,INLAND,158400.0
348,-117.31,34.41,14.0,3019.0,643.0,1639.0,582.0,1.5288,INLAND,103400.0
349,-120.69,36.84,18.0,902.0,195.0,771.0,174.0,2.2083,INLAND,55000.0
350,-118.24,33.95,36.0,2316.0,543.0,1938.0,507.0,1.25,<1H OCEAN,97400.0
351,-117.67,34.02,16.0,3042.0,524.0,1516.0,475.0,4.8906,INLAND,178500.0
352,-121.26,37.95,44.0,819.0,184.0,677.0,183.0,1.725,INLAND,59300.0
353,-117.1,33.17,12.0,2465.0,412.0,1226.0,428.0,5.4819,<1H OCEAN,183800.0
354,-118.1,34.09,46.0,2822.0,525.0,1434.0,520.0,3.8906,<1H OCEAN,238300.0
355,-117.04,33.03,16.0,2852.0,435.0,1083.0,448.0,6.3761,<1H OCEAN,296200.0
356,-118.22,33.98,34.0,2283.0,809.0,3032.0,832.0,2.4387,<1H OCEAN,175000.0
357,-118.47,34.04,21.0,5041.0,1491.0,2719.0,1420.0,3.5335,<1H OCEAN,268800.0
358,-117.31,34.04,29.0,2481.0,383.0,1188.0,385.0,4.7344,INLAND,134600.0
359,-117.7,34.08,10.0,1979.0,454.0,1117.0,389.0,3.7802,INLAND,107300.0
360,-117.62,34.05,33.0,883.0,211.0,1007.0,210.0,2.8281,INLAND,103600.0
361,-120.46,34.66,5.0,2904.0,702.0,1302.0,618.0,3.0081,NEAR OCEAN,135200.0
362,-115.37,32.81,23.0,1458.0,294.0,866.0,275.0,2.3594,INLAND,74300.0
363,-117.07,33.02,17.0,2863.0,665.0,715.0,467.0,2.6048,<1H OCEAN,148200.0
364,-118.45,33.99,52.0,1829.0,472.0,779.0,424.0,3.1607,<1H OCEAN,339000.0
365,-121.38,38.67,37.0,2176.0,460.0,1067.0,357.0,2.3958,INLAND,78400.0
366,-118.19,33.98,40.0,973.0,272.0,1257.0,258.0,2.8214,<1H OCEAN,158000.0
367,-117.67,34.03,20.0,8561.0,1411.0,4861.0,1450.0,4.7056,INLAND,165500.0
368,-122.56,38.09,17.0,9614.0,2123.0,4684.0,2060.0,4.1705,NEAR BAY,209800.0
369,-117.77,33.71,4.0,1646.0,321.0,859.0,300.0,5.5631,<1H OCEAN,227800.0
370,-121.38,38.62,34.0,2352.0,610.0,1127.0,592.0,2.2,INLAND,116500.0
371,-118.51,34.28,29.0,4239.0,653.0,1890.0,631.0,6.3911,<1H OCEAN,301700.0
372,-118.9,34.2,16.0,6510.0,817.0,2304.0,778.0,7.9943,<1H OCEAN,452100.0
373,-118.37,34.05,52.0,1563.0,306.0,776.0,308.0,3.625,<1H OCEAN,440900.0
374,-118.1,34.18,39.0,2321.0,336.0,880.0,339.0,7.7108,INLAND,450000.0
375,-117.35,33.23,4.0,1837.0,287.0,934.0,277.0,3.8958,NEAR OCEAN,189800.0
376,-117.56,33.88,40.0,1196.0,294.0,1052.0,258.0,2.0682,INLAND,113000.0
377,-118.18,34.09,40.0,2744.0,708.0,2747.0,674.0,2.6226,<1H OCEAN,148800.0
378,-117.8,33.78,17.0,4138.0,805.0,2442.0,780.0,4.7804,<1H OCEAN,242000.0
379,-117.97,34.11,18.0,123.0,28.0,121.0,26.0,3.0417,INLAND,137500.0
380,-121.76,37.7,9.0,3980.0,736.0,1705.0,679.0,5.7068,INLAND,256700.0
381,-120.16,39.14,21.0,2484.0,460.0,309.0,144.0,3.9722,INLAND,127800.0
382,-120.48,35.02,17.0,2721.0,477.0,1672.0,492.0,2.9798,<1H OCEAN,204800.0
383,-118.45,34.03,39.0,1657.0,402.0,931.0,363.0,3.7813,<1H OCEAN,336300.0
384,-117.86,33.62,17.0,2975.0,371.0,1247.0,398.0,10.1989,<1H OCEAN,500001.0
385,-122.23,37.8,51.0,1590.0,414.0,949.0,392.0,1.9028,NEAR BAY,127900.0
386,-119.34,36.31,14.0,1635.0,422.0,870.0,399.0,2.7,INLAND,88900.0
387,-122.25,37.51,45.0,989.0,174.0,504.0,180.0,4.8382,NEAR OCEAN,289400.0
388,-122.16,37.79,22.0,12842.0,2048.0,4985.0,1967.0,5.9849,NEAR BAY,371000.0
389,-122.24,37.82,52.0,3665.0,517.0,1470.0,520.0,6.155,NEAR BAY,398600.0
390,-121.0,37.71,52.0,102.0,23.0,35.0,33.0,2.25,INLAND,175000.0
391,-118.29,34.07,22.0,492.0,269.0,634.0,261.0,1.6406,<1H OCEAN,300000.0
392,-122.08,37.87,24.0,6130.0,1359.0,1750.0,1286.0,2.9167,NEAR BAY,102700.0
393,-121.9,37.31,52.0,2125.0,431.0,1014.0,443.0,5.8186,<1H OCEAN,281100.0
394,-117.23,33.19,22.0,2554.0,447.0,1147.0,422.0,3.6346,<1H OCEAN,192500.0
395,-122.45,37.79,52.0,2196.0,280.0,668.0,291.0,10.0914,NEAR BAY,500001.0
396,-118.21,33.98,37.0,788.0,215.0,883.0,221.0,2.6818,<1H OCEAN,164600.0
397,-122.23,37.46,36.0,6090.0,1057.0,3081.0,1075.0,5.6629,NEAR OCEAN,343600.0
398,-122.06,37.6,22.0,3009.0,497.0,1640.0,514.0,4.625,NEAR BAY,235300.0
399,-121.94,37.26,21.0,3843.0,716.0,1850.0,705.0,4.6758,<1H OCEAN,264200.0
400,-118.04,34.16,38.0,1594.0,249.0,633.0,247.0,5.9582,INLAND,350700.0
401,-118.12,33.9,38.0,1222.0,282.0,756.0,256.0,4.125,<1H OCEAN,173900.0
402,-122.01,37.25,31.0,1574.0,193.0,551.0,191.0,10.2311,<1H OCEAN,500001.0
403,-122.35,37.58,30.0,5039.0,1564.0,2129.0,1536.0,3.3469,NEAR OCEAN,345000.0
404,-117.74,33.85,4.0,5416.0,820.0,1753.0,583.0,6.9544,<1H OCEAN,314000.0
405,-122.28,37.87,49.0,2026.0,548.0,963.0,521.0,1.9805,NEAR BAY,173700.0
406,-121.46,38.52,29.0,3873.0,797.0,2237.0,706.0,2.1736,INLAND,72100.0
407,-118.29,34.1,39.0,631.0,298.0,744.0,274.0,2.7054,<1H OCEAN,162500.0
408,-118.15,35.06,15.0,1069.0,296.0,569.0,263.0,2.0441,INLAND,73300.0
409,-118.92,35.47,6.0,1755.0,280.0,664.0,254.0,6.2885,INLAND,216400.0
410,-122.7,38.99,18.0,1177.0,224.0,181.0,105.0,2.3558,INLAND,134700.0
411,-117.29,34.03,9.0,8185.0,1525.0,3630.0,1466.0,4.1667,INLAND,197700.0
412,-120.05,36.95,31.0,696.0,254.0,913.0,248.0,1.4,INLAND,52500.0
413,-117.43,33.98,21.0,2634.0,421.0,1376.0,406.0,4.2589,INLAND,152200.0
414,-117.18,34.54,5.0,3772.0,619.0,2097.0,635.0,3.8194,INLAND,98500.0
415,-119.12,36.54,30.0,2747.0,515.0,1368.0,453.0,2.9828,INLAND,85200.0
416,-118.2,33.92,45.0,1283.0,,1025.0,248.0,3.2798,<1H OCEAN,141200.0
417,-118.19,33.98,34.0,1022.0,286.0,1058.0,275.0,2.6042,<1H OCEAN,156700.0
418,-116.97,32.79,32.0,1255.0,338.0,782.0,302.0,2.6635,<1H OCEAN,113600.0
419,-121.99,37.27,27.0,2937.0,497.0,1454.0,511.0,5.4051,<1H OCEAN,273500.0
420,-124.15,40.81,50.0,340.0,74.0,235.0,83.0,1.75,NEAR OCEAN,67500.0
421,-122.29,37.89,52.0,1571.0,349.0,693.0,326.0,3.1375,NEAR BAY,229100.0
422,-121.87,37.27,16.0,3298.0,451.0,1542.0,423.0,6.7064,<1H OCEAN,305600.0
423,-120.98,37.64,40.0,1791.0,359.0,679.0,322.0,2.1458,INLAND,130300.0
424,-119.97,36.57,17.0,1497.0,308.0,1425.0,247.0,2.0313,INLAND,69400.0
425,-122.48,37.71,29.0,1048.0,150.0,455.0,152.0,6.1278,NEAR OCEAN,417600.0
426,-117.46,33.93,19.0,4780.0,861.0,3043.0,766.0,3.7431,INLAND,132800.0
427,-122.17,37.76,40.0,1685.0,343.0,949.0,342.0,1.8426,NEAR BAY,94800.0
428,-122.29,40.47,20.0,2858.0,612.0,1422.0,589.0,1.9657,INLAND,63000.0
429,-117.98,33.69,16.0,2437.0,438.0,986.0,422.0,5.7117,<1H OCEAN,247200.0
430,-121.88,37.67,25.0,2244.0,301.0,937.0,324.0,6.4524,INLAND,296900.0
431,-121.95,37.32,39.0,1164.0,199.0,619.0,231.0,4.6304,<1H OCEAN,263200.0
432,-116.49,33.82,27.0,3316.0,636.0,2362.0,532.0,2.9569,INLAND,65900.0
433,-117.96,33.75,25.0,1323.0,208.0,852.0,229.0,4.6167,<1H OCEAN,237300.0
434,-122.03,38.27,24.0,3580.0,735.0,1959.0,731.0,2.7284,INLAND,118500.0
435,-117.81,33.67,8.0,2440.0,502.0,1113.0,483.0,4.6019,<1H OCEAN,242500.0
436,-117.06,33.17,4.0,5465.0,974.0,2844.0,950.0,4.4477,<1H OCEAN,174800.0
437,-118.05,34.16,41.0,3320.0,713.0,1236.0,659.0,3.5694,INLAND,278600.0
438,-122.21,37.44,35.0,1140.0,193.0,486.0,199.0,4.6908,NEAR OCEAN,500001.0
439,-117.11,32.58,21.0,2894.0,685.0,2109.0,712.0,2.2755,NEAR OCEAN,125000.0
440,-119.01,36.05,27.0,1127.0,294.0,839.0,276.0,1.3807,INLAND,53100.0
441,-118.3,33.74,40.0,1896.0,416.0,950.0,383.0,2.425,NEAR OCEAN,255000.0
442,-118.44,34.24,36.0,1660.0,301.0,1225.0,307.0,4.095,<1H OCEAN,184000.0
443,-118.17,34.1,48.0,2514.0,595.0,2484.0,601.0,3.1146,<1H OCEAN,142500.0
444,-122.42,37.66,26.0,3253.0,932.0,2246.0,855.0,2.6631,NEAR OCEAN,244000.0
445,-118.19,33.86,36.0,2013.0,546.0,1659.0,522.0,3.1215,<1H OCEAN,153600.0
446,-118.95,34.18,25.0,2237.0,331.0,1121.0,365.0,6.0994,<1H OCEAN,254900.0
447,-116.93,32.83,21.0,1283.0,278.0,684.0,289.0,2.3203,<1H OCEAN,163500.0
448,-116.8,33.52,3.0,830.0,145.0,272.0,104.0,3.8281,INLAND,163500.0
449,-118.07,33.85,16.0,3771.0,606.0,2196.0,564.0,7.0113,<1H OCEAN,319700.0
450,-120.32,37.29,9.0,695.0,188.0,810.0,190.0,1.6172,INLAND,56300.0
451,-118.1,33.83,37.0,2059.0,349.0,825.0,334.0,4.0603,<1H OCEAN,225200.0
452,-120.84,38.63,12.0,1313.0,231.0,731.0,232.0,5.7373,INLAND,208300.0
453,-118.15,33.84,37.0,1508.0,252.0,635.0,241.0,3.75,<1H OCEAN,221300.0
454,-118.35,34.17,42.0,1604.0,326.0,814.0,329.0,4.4408,<1H OCEAN,216000.0
455,-122.31,40.47,26.0,2723.0,551.0,1326.0,547.0,2.3594,INLAND,66000.0
456,-117.24,32.79,18.0,1741.0,602.0,508.0,283.0,3.2625,NEAR OCEAN,193800.0
457,-121.13,37.74,28.0,409.0,104.0,244.0,98.0,3.4643,INLAND,90900.0
458,-118.5,34.23,26.0,3082.0,573.0,1590.0,586.0,4.5167,<1H OCEAN,319000.0
459,-117.46,33.93,16.0,4112.0,880.0,2821.0,857.0,3.0122,INLAND,114700.0
460,-122.14,37.75,36.0,690.0,105.0,299.0,109.0,4.0313,NEAR BAY,195500.0
461,-118.34,34.19,41.0,1524.0,393.0,1176.0,375.0,2.875,<1H OCEAN,192400.0
462,-118.35,34.03,42.0,2043.0,512.0,1634.0,501.0,1.9928,<1H OCEAN,125400.0
463,-118.73,34.29,11.0,5451.0,736.0,2526.0,752.0,7.355,<1H OCEAN,343900.0
464,-118.31,34.22,27.0,7714.0,1132.0,3199.0,1100.0,7.1262,<1H OCEAN,446200.0
465,-118.22,34.08,34.0,1709.0,562.0,2105.0,503.0,1.9704,<1H OCEAN,152100.0
466,-118.31,33.89,35.0,2144.0,423.0,1192.0,417.0,4.1458,<1H OCEAN,231500.0
467,-121.1,37.8,35.0,1853.0,331.0,958.0,340.0,3.3578,INLAND,149000.0
468,-117.1,32.75,15.0,2422.0,774.0,2120.0,715.0,1.0617,NEAR OCEAN,92400.0
469,-118.12,33.82,42.0,1493.0,277.0,671.0,267.0,3.2794,<1H OCEAN,224500.0
470,-122.28,37.86,52.0,1659.0,367.0,788.0,346.0,2.8214,NEAR BAY,164300.0
471,-118.15,34.11,52.0,2375.0,369.0,930.0,351.0,7.4111,<1H OCEAN,469100.0
472,-118.47,34.01,44.0,2017.0,343.0,958.0,382.0,6.1014,<1H OCEAN,480100.0
473,-118.28,33.96,42.0,1206.0,304.0,1167.0,250.0,1.615,<1H OCEAN,101300.0
474,-119.1,36.4,31.0,1533.0,361.0,1518.0,386.0,1.5608,INLAND,51700.0
475,-122.26,37.82,31.0,4596.0,1331.0,2048.0,1180.0,2.8345,NEAR BAY,183800.0
476,-122.5,37.78,46.0,2646.0,607.0,1418.0,563.0,3.7167,NEAR BAY,332800.0
477,-116.99,32.96,17.0,5509.0,866.0,2748.0,817.0,4.8854,<1H OCEAN,181300.0
478,-118.37,34.15,23.0,4604.0,1319.0,2391.0,1227.0,3.1373,<1H OCEAN,263100.0
479,-121.88,36.59,30.0,1822.0,505.0,932.0,496.0,2.6894,<1H OCEAN,179500.0
480,-122.12,37.45,38.0,1276.0,314.0,955.0,287.0,2.0096,NEAR BAY,155700.0
481,-117.95,33.66,26.0,1787.0,227.0,639.0,224.0,6.8226,<1H OCEAN,329800.0
482,-120.5,37.31,36.0,2162.0,433.0,1048.0,451.0,2.6797,INLAND,81800.0
483,-118.28,34.05,31.0,1525.0,730.0,2510.0,652.0,1.6355,<1H OCEAN,162500.0
484,-117.75,34.08,33.0,2824.0,523.0,1797.0,493.0,3.6359,INLAND,135100.0
485,-121.97,37.36,24.0,4841.0,894.0,2656.0,920.0,6.0573,<1H OCEAN,254500.0
486,-118.25,33.99,41.0,1486.0,509.0,2312.0,541.0,1.3963,<1H OCEAN,92900.0
487,-119.72,34.41,26.0,1648.0,378.0,954.0,405.0,3.2895,NEAR OCEAN,335000.0
488,-118.27,33.78,21.0,3354.0,1174.0,4426.0,1110.0,2.5262,<1H OCEAN,167300.0
489,-117.27,34.4,8.0,6042.0,979.0,3031.0,991.0,3.3438,INLAND,124400.0
490,-117.99,33.97,18.0,4078.0,484.0,1490.0,482.0,10.8034,<1H OCEAN,500001.0
491,-121.93,37.7,3.0,2456.0,582.0,793.0,456.0,4.4087,<1H OCEAN,225600.0
492,-119.48,36.44,22.0,1389.0,290.0,1185.0,271.0,2.0857,INLAND,49200.0
493,-118.35,34.04,38.0,1626.0,375.0,1019.0,372.0,2.3687,<1H OCEAN,146800.0
494,-117.25,33.92,7.0,9812.0,1914.0,5595.0,1729.0,4.1482,INLAND,124600.0
495,-118.45,34.04,21.0,2819.0,648.0,1435.0,593.0,3.9489,<1H OCEAN,360200.0
496,-117.7,34.09,25.0,1719.0,331.0,1098.0,324.0,3.625,INLAND,121800.0
497,-118.1,33.84,36.0,1915.0,316.0,850.0,319.0,4.7222,<1H OCEAN,225800.0
498,-122.13,37.47,25.0,1630.0,353.0,1546.0,371.0,5.0893,NEAR BAY,173400.0
499,-122.48,37.69,33.0,2347.0,512.0,1259.0,481.0,3.4492,NEAR OCEAN,264300.0
500,-122.0,37.36,17.0,6012.0,1737.0,3539.0,1625.0,3.8464,<1H OCEAN,239400.0
501,-121.99,37.35,25.0,1527.0,325.0,707.0,339.0,4.375,<1H OCEAN,212200.0
502,-122.08,37.61,26.0,2261.0,443.0,1039.0,395.0,3.7931,NEAR BAY,203900.0
503,-118.38,33.85,28.0,4430.0,928.0,2131.0,885.0,4.9384,<1H OCEAN,378100.0
504,-118.14,33.76,37.0,3242.0,698.0,1080.0,629.0,3.9010000000000002,NEAR OCEAN,432500.0
505,-122.17,37.74,41.0,1613.0,445.0,1481.0,414.0,2.4028,NEAR BAY,97700.0
506,-117.13,32.73,52.0,2676.0,557.0,1181.0,537.0,3.6058,NEAR OCEAN,213100.0
507,-122.18,38.29,18.0,1953.0,265.0,658.0,270.0,8.0113,NEAR BAY,393000.0
508,-120.44,34.64,8.0,787.0,126.0,446.0,133.0,4.6023,NEAR OCEAN,163400.0
509,-122.0,37.39,36.0,1236.0,229.0,880.0,247.0,5.791,<1H OCEAN,239400.0
510,-118.48,34.04,47.0,1956.0,277.0,724.0,277.0,8.9616,<1H OCEAN,500001.0
511,-117.88,33.74,16.0,1444.0,446.0,2329.0,441.0,3.1691,<1H OCEAN,159400.0
512,-122.0,37.37,16.0,1434.0,372.0,804.0,361.0,3.7045,<1H OCEAN,178100.0
513,-122.07,37.93,25.0,7201.0,1521.0,3264.0,1433.0,3.7433,NEAR BAY,252100.0
514,-118.28,33.99,38.0,1454.0,323.0,1098.0,297.0,1.5109,<1H OCEAN,104000.0
515,-117.33,33.67,27.0,4376.0,1003.0,2667.0,870.0,1.9194,<1H OCEAN,100600.0
516,-117.13,32.75,31.0,2336.0,656.0,1186.0,609.0,2.5872,NEAR OCEAN,130600.0
517,-118.13,33.93,38.0,2040.0,458.0,1775.0,445.0,3.5227,<1H OCEAN,202400.0
518,-117.26,32.81,30.0,1328.0,346.0,577.0,328.0,2.3284,NEAR OCEAN,290600.0
519,-117.72,34.08,34.0,2742.0,491.0,1761.0,496.0,3.2481,INLAND,128800.0
520,-122.27,37.85,52.0,1974.0,426.0,875.0,363.0,1.5817,NEAR BAY,153600.0
521,-117.99,33.79,21.0,2695.0,707.0,1888.0,683.0,3.2857,<1H OCEAN,213300.0
522,-117.36,33.88,10.0,5600.0,848.0,2573.0,788.0,5.0346,INLAND,240500.0
523,-119.03,35.4,35.0,2608.0,620.0,1566.0,583.0,2.1818,INLAND,63500.0
524,-122.63,38.96,20.0,2507.0,577.0,1072.0,457.0,2.3083,INLAND,60200.0
525,-116.24,33.76,9.0,1961.0,595.0,966.0,275.0,3.8125,INLAND,96700.0
526,-118.22,33.88,35.0,998.0,313.0,1335.0,311.0,1.6574,<1H OCEAN,102500.0
527,-118.27,34.22,34.0,8206.0,1186.0,3141.0,1150.0,7.2812,<1H OCEAN,462200.0
528,-118.29,34.04,44.0,1941.0,579.0,2049.0,535.0,2.0405,<1H OCEAN,143000.0
529,-117.08,33.09,23.0,3792.0,624.0,1988.0,658.0,4.7566,<1H OCEAN,178300.0
530,-118.51,35.16,7.0,4371.0,727.0,1932.0,654.0,4.625,INLAND,136800.0
531,-117.85,33.74,19.0,1248.0,357.0,1214.0,328.0,2.7059,<1H OCEAN,159800.0
532,-119.29,34.24,27.0,4742.0,775.0,1682.0,696.0,6.194,NEAR OCEAN,500001.0
533,-122.35,37.94,34.0,1880.0,459.0,1358.0,422.0,1.6571,NEAR BAY,105200.0
534,-117.7,33.6,26.0,2283.0,506.0,634.0,469.0,2.3774,<1H OCEAN,74300.0
535,-122.25,37.49,43.0,2607.0,477.0,1225.0,461.0,4.224,NEAR OCEAN,349600.0
536,-117.27,33.92,13.0,8443.0,1744.0,4885.0,1470.0,3.0907,INLAND,127200.0
537,-121.99,37.81,17.0,465.0,83.0,146.0,75.0,4.9018,<1H OCEAN,188500.0
538,-117.97,34.0,28.0,1983.0,375.0,1407.0,367.0,3.8319,<1H OCEAN,179000.0
539,-118.27,34.06,25.0,1714.0,1176.0,3723.0,1036.0,1.3241,<1H OCEAN,112500.0
540,-117.07,32.76,42.0,1827.0,378.0,880.0,380.0,2.5125,NEAR OCEAN,176600.0
541,-118.32,34.09,28.0,2173.0,819.0,2548.0,763.0,1.879,<1H OCEAN,218800.0
542,-121.4,38.53,38.0,152.0,30.0,65.0,35.0,0.9274,INLAND,67500.0
543,-117.56,34.42,6.0,4264.0,749.0,2005.0,666.0,3.4695,INLAND,138800.0
544,-117.96,34.08,33.0,4151.0,850.0,3563.0,848.0,3.1912,<1H OCEAN,159900.0
545,-118.18,33.77,41.0,2048.0,601.0,852.0,533.0,2.5726,NEAR OCEAN,193800.0
546,-122.54,37.88,30.0,4382.0,732.0,1775.0,745.0,6.7809,NEAR BAY,414400.0
547,-118.43,34.19,27.0,3440.0,739.0,1827.0,712.0,4.125,<1H OCEAN,245500.0
548,-119.14,34.23,8.0,243.0,75.0,102.0,80.0,2.5714,NEAR OCEAN,500001.0
549,-118.06,33.98,42.0,1342.0,243.0,615.0,208.0,5.4381,<1H OCEAN,186900.0
550,-117.2,32.77,31.0,1952.0,471.0,936.0,462.0,2.8621,NEAR OCEAN,196900.0
551,-118.27,33.79,36.0,2218.0,561.0,1789.0,527.0,3.1613,<1H OCEAN,182300.0
